user_id	chat_id	chat_title	wave_no	start	count	marked_at	exit_code	result_file	verified_added	still_missing
53480002	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53484935	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53487529	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53490932	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53494727	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53496050	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53504038	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53507375	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53516670	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53517901	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53521849	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53521914	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53523409	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
53530934	-73539161567932	Бесплатный Пиар	1	0	1000	2026-04-15T15:01:24+03:00	0	data/add_token34_nonlocal_ads_73539161567932_5000_20260415_token2_piar_5k_split_to_73539161567932_1_1000_20260415115547_result.json	925	75
