user_id	chat_id	chat_title	wave_no	start	count	marked_at	exit_code	result_file	verified_added	still_missing
70154183	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70155995	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70156162	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70156835	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70156902	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70160003	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70162210	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70165537	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70176351	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70178615	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70182985	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70187291	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70188585	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70190387	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70191722	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70198332	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70199111	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70204548	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70205887	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70215592	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
70215842	-73543079047868	Бесплатные объявления	1	0	1000	2026-04-15T16:05:05+03:00	0	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	910	90
